Year_Month,aal,aapl,abbv,baba,bac,csco,dal,dis,fb,ge,intc,jnj,ko,msft,nvda,orcl,pfe,pg,pypl,t,tsla,tsm,v,aal_vol,aapl_vol,abbv_vol,baba_vol,bac_vol,csco_vol,dal_vol,dis_vol,fb_vol,ge_vol,intc_vol,jnj_vol,ko_vol,msft_vol,nvda_vol,orcl_vol,pfe_vol,pg_vol,pypl_vol,t_vol,tsla_vol,tsm_vol,v_vol
2001-01,,0.45378173136354594,,,0.17318826223727823,-0.02124170577618878,,0.05226783781405997,,-0.040834166610807965,0.23076871481221306,-0.11357551764752816,-0.04820548448272777,0.4077805302315949,0.5755838986492139,0.0021506428982089876,-0.018478285209579615,-0.07511189891908987,,0.017731578165207873,,0.39942039975141364,,,,,,,,,,,,,,,,,,,,,,,,
2001-02,,-0.15606948289720457,,,-0.036999942667854335,-0.3672787336894834,,0.016420458102592184,,0.011309269076166473,-0.2276074092203917,0.052138445331853855,-0.08568936928835869,-0.03377684652470392,-0.1343823557520859,-0.34763947255147387,-0.0008815107600970151,-0.018652088262075983,,-0.013443377181578842,,-0.21996677375637375,,,0.05015957980323694,,,0.029643113207053103,0.07564438286027637,,0.03889560357247339,,0.03637012351026069,0.038471992736394935,0.01876578670555653,0.016474214773207558,0.038128610376181225,0.10301719574917875,0.0627418070602783,0.02408774237976019,0.026145530360715603,,0.02258580917992395,,0.044362147104885216,
2001-03,,0.20931489424296967,,,0.0798821913585559,-0.3324539037785903,,-0.07592904947369783,,-0.09641171409280058,-0.07877455554128043,-0.10130531463116654,-0.14224286483327953,-0.07309330124783775,0.4527973335059763,-0.23000026397434636,-0.09000016852039083,-0.11205702058829292,,-0.06436045885846264,,0.03558119748791033,,,0.03460097482138502,,,0.021569298947969568,0.05376803970916798,,0.0254679160183788,,0.022878517041025934,0.036292217578389345,0.012268676225572884,0.020726619193566196,0.02557348854532434,0.07010533280648594,0.058054603786116814,0.014439157751384966,0.016528991372932556,,0.02558627615792094,,0.0340537362833981,
2001-04,,0.1549619865710592,,,0.022830553766414408,0.07383385606394866,,0.05769255647986715,,0.1593407426102218,0.17472662527031102,0.10300697096620537,0.02280785569360333,0.2388576260843258,0.2830802634219436,0.10457965764630117,0.05738712974350246,-0.02889247253476579,,-0.07037257888805615,,0.2430769425267567,,,0.04399081522021678,,,0.030139780541119602,0.06274874597333488,,0.027433965357806598,,0.035508164890630516,0.053563911383436594,0.01945154044497249,0.0211392102876584,0.03848310509383096,0.06421526414660507,0.07976795629847064,0.024043453229612415,0.020969817231746343,,0.03315954997009562,,0.04856426022824672,
2001-05,,-0.21734031922327735,,,0.07829940739633368,0.13427623779584752,,0.04528925724266997,,0.009684790743053728,-0.1256249475125345,0.012108999191193792,0.026195471895885447,0.02110660855222357,0.027731158215168694,-0.05321760252994967,-0.006926743476946551,0.0697754060017457,,0.043636494137513804,,-0.1806927997985096,,,0.05487578396016657,,,0.026335735508917515,0.06653112042442033,,0.032997983067070906,,0.0302040700268168,0.07440888769141975,0.011683697444949806,0.015648153611064686,0.03365524426105465,0.06259088932106333,0.06811951412086437,0.024240385072072865,0.01692927583239361,,0.021224068201177806,,0.0684127042638139,
2001-06,,0.16541382498668677,,,0.013164380235734185,-0.05503638595077609,,-0.08633792685042752,,0.0,0.08293204862871706,0.030634611075523788,-0.04312945711108562,0.055218410116448124,0.08340154535755007,0.24183017343539004,-0.06621565389547646,-0.006849152571764772,,-0.06945432046209721,,0.07079542547271322,,,0.030211013040200844,,,0.016582976499289692,0.057817043922472146,,0.021598957339691843,,0.016417035833617453,0.02792643449649829,0.00941729920077818,0.016270469962802663,0.016810709951034626,0.03795264474285284,0.04431298566121644,0.016968674092406853,0.020505122850315062,,0.018132817097464973,,0.024333623286005312,
2001-07,,-0.19182822959372903,,,0.059803864603750645,0.056043427346867736,,-0.08791965696675175,,-0.10925133585388358,0.019145102635245603,0.08286674039783493,-0.008888701635248464,-0.0932874871146544,-0.12776275054618913,-0.0484211297214322,0.02921358245883776,0.12539739467206723,,0.13108263186983393,,0.07307423476563502,,,0.033699523524260255,,,0.012522431017674243,0.04665600346868766,,0.016383769280936843,,0.017579095978568108,0.029241224818201676,0.01688270179354235,0.01191189743220414,0.016150248865532763,0.03292709398639436,0.04102423251815843,0.019125188037947424,0.01164690313232473,,0.01353732594360475,,0.03451777265324774,
2001-08,,-0.01277282738952712,,,-0.033323572176724214,-0.15036403448180313,,-0.03491454741191924,,-0.05976939086401889,-0.06147516393696373,-0.02248789755853786,0.09125608019292075,-0.13808739159481787,0.04709503119065439,-0.3246681384360046,-0.06810108092584721,0.04407181376736746,,-0.09149408323095576,,-0.20368067798952816,,,0.05320040796742194,,,0.01723194851076368,0.04058951571243926,,0.01881691406319622,,0.021325482472081426,0.029760306596405425,0.013943704235809627,0.014842279149823074,0.02760268840593663,0.049856334860728956,0.04045852149371183,0.024549643961857794,0.010927087317199857,,0.022165275910289238,,0.038541097582150075,
2001-10,,0.13217258164313694,,,0.010102625995670689,0.38916286701176683,,-0.0016108620079097191,,-0.02123660025087315,0.19471639107345173,0.04530725808438252,0.0219849926439053,0.1364086033963774,0.5602478643735505,0.07790208502283913,0.04488782394365942,0.02457852079193401,,-0.1866546921639365,,0.3603791406601644,,,0.0223115044251453,,,0.0129055062368767,0.03859071596437278,,0.01586294051631844,,0.017683410020327778,0.030358727444898783,0.013647810162103806,0.012734437018194055,0.022609372848390673,0.03068159228463882,0.039988182723705135,0.011668807980014429,0.012281796260365822,,0.014710668901635809,,0.0374494798704283,
2001-11,,0.21298437422495575,,,0.04051489393035257,0.20803774764471616,,0.10112944911132438,,0.05740164547613946,0.3384461638117129,0.00889735781782397,-0.011801496015640178,0.10421342410661749,0.27484807269139333,0.03466060529139603,0.036328623173826236,0.04987833414081311,,-0.019155236340970605,,0.23392719490720193,,,0.03490069027908175,,,0.025541331893914915,0.059907396399772966,,0.026764214436571905,,0.018452237166871603,0.037282599244773784,0.010147950768398958,0.017465861115535806,0.02665739452762289,0.07113609572076787,0.036375717958798875,0.01459772304857714,0.015784112068272346,,0.021881309540059585,,0.04983767838711591,
